recency_weight,interest_sightseeing,interest_culture,interest_history,interest_nature,interest_beach,interest_adventure,interest_relaxation,interest_strength,booking_rate,save_rate,exploration_rate,conversion_rate,travel_pace_preference,category_loyalty_score,user_unique_dests,user_active_days,feedback_positivity_rate,fb_rate_sightseeing,fb_rate_culture,fb_rate_history,fb_rate_nature,fb_rate_beach,fb_rate_adventure,dest_feedback_rate,dest_pos_feedback_count,dest_total_feedback,cat_usage_share_sightseeing,cat_usage_share_culture,cat_usage_share_history,cat_usage_share_nature,cat_usage_share_beach,cat_usage_share_adventure,cat_recency_sightseeing,cat_recency_culture,cat_recency_history,cat_recency_nature,cat_recency_beach,cat_recency_adventure,aggregate_feedback_rating,booked_users_norm,weighted_engagement_norm,Sightseeing_dest_score,Culture_dest_score,History_dest_score,Nature_dest_score,Beach_dest_score,Adventure_dest_score,Relaxation_dest_score,click_frequency,user_item_affinity,category_diversity,trust_score,user_total_feedback_count,label
0.9399,0.73,0.4456,0.4074,0.2656,0.5634,0.6336,0.5274,0.503,0,0.4545,0.2727,0.1818,0,0.489,0.3348,1,0.6364,0.4157,1,0.5,1,0.6667,0.5,0.4545,0.7925,0.6932,0,0.0909,0.3636,0.0909,0.2727,0.1818,1,0.6364,0.0758,0.6013,0.0285,0.0428,0.6024,0.5,0.6887,0.72,0,0,0.65,0,0.78,0,0,0.5815,0,0.363,0.7541,1
0.8067,0.5408,0.2947,0.2334,0.3552,0.3884,0.4781,0.3922,0.4364,0.0833,0.0833,0.6667,0.1667,0,0.8325,0.3348,0.6407,0.6667,1,0,0,1,0.6667,0.4157,0.4242,0.7556,0.6932,0.0833,0.0833,0.0833,0.25,0.5,0,0.1593,0.8631,0.4721,0.1481,0.0346,1,0.6627,0.6,0.6887,0.6,0,0,0.82,0,0.78,0.45,0,0.571,0.673,0.501,0.5532,1
0.4189,0.3206,0.2929,0.1181,0.2114,0.9407,0.2631,0.9309,0.3502,0.2,0.1,0.6,0.2,0,0.5839,0.2642,0.2995,0,0.4157,0,0,0,0,0.4157,0.7143,0.948,0.4854,0,0.2,0.1,0.4,0.3,0,1,0.7025,0.4654,0.7271,0.234,1,0.3012,0.6,0.7351,0.4,0,0,0,0.72,0,0.68,0,0.6709,0.284,0.361,0.6008,1
0.2886,0.7499,0.7382,0.9457,0.1998,0.0538,0.0656,0.0499,0.9907,0.25,0.125,0.25,0.25,1,0.8325,0.0989,0.2044,0.5,0.4157,0,0.75,1,0,0.4157,0.5405,0.948,0.8385,0,0.25,0.5,0.125,0.125,0,1,0.3923,0.2136,0.3913,0.1864,1,0.2892,0.3,0.7748,0.58,0.42,0.64,0.45,0,0,0,0,0.6715,0.73,0.617,0.6951,1
0.9501,0.775,0.2854,0.1936,0.7434,0.3638,0.5087,0.2684,0.686,0.1579,0.2632,0.3684,0.2105,1,0.2135,0.7777,0.933,0.7895,1,0.5,0.5,0.8,1,1,0.5357,0.7925,0.4854,0.1053,0.2105,0.1053,0.2632,0.1053,0.2105,0.029,0.1731,0.4696,0.6078,0.4592,0.0083,0.2771,0.5,0.5497,0.65,0.38,0,0.58,0,0,0,0,0.5224,0.621,0.775,0.1252,1
0.463484253,0.7353,0.4142,0.3611,0.8999,0.177,0.5912,0.2361,0.5831,0.2353,0.2941,0.3529,0.2941,1,0.3006,0.6124,0.7921,0.3529,0.4157,0.75,0.3333,0.2,0.3333,0,0.327410234,0.5783,0.596677737,0,0.2353,0.1765,0.2941,0.1765,0.1176,1,0.0885,0.6239,0.1908,0.6232,0.3266,0.361571987,0.487626542,0.662878073,0.515050617,0,0,0.760202467,0,0.698762654,0,0,0.683454215,0.992,0.362,0,0
0.8663,0.6093,0.1319,0.0646,0.7677,0.3567,0.7196,0.4176,0.4479,0.2,0.4,0,0.4,1,0.317,0.3348,0.7178,0.6,0.5,0,1,0.6667,0.5,1,0.4054,0.7925,0.8385,0.2,0.1,0.1,0.3,0.2,0.1,0.0715,0.099,0.7363,0.2367,0.1892,0.1227,0.3855,0.5,0.6623,0.55,0.68,0.62,0,0,0,0.38,0.6309,0.3292,0.671,0.614,0.9009,1
0.372447285,0.6966,0.3812,0.2683,0.5942,0.2493,0.5126,0.5979,0.5181,0.2143,0.2143,0.4286,0.2143,1,0.2771,0.5135,0.933,0,0,0,0,0,0,0,0.338300108,0.6281,0.685635012,0.0714,0.2857,0.1429,0.0714,0.2143,0.1429,0.2192,0.0785,0.1563,0.596,0.8222,0.0186,0.397011005,0.461940877,0.661355024,0.463620184,0.555299491,0.222987157,0,0.510818755,0,0.48320693,0,0.50868347,0.104,0.355,0.7799,0
0.360395437,0.3206,0.2929,0.1181,0.2114,0.9407,0.2631,0.9309,0.3502,0.2,0.1,0.6,0.2,0,0.5839,0.2642,0.2995,0,0.4157,0,0,0,0,0.4157,0.347426571,0.561454994,0.502770025,0,0.2,0.1,0.4,0.3,0,1,0.7025,0.4654,0.7271,0.234,1,0.447051538,0.280428797,0.581874097,0.692600316,0.752600316,0.524557437,0,0,0,0,0,0.264807416,0.284,0.361,0.6008,0
0.403,0.8086,0.2409,0.0439,1,0.4084,0.8167,0.391,0.7312,0.1875,0,0.75,0.1875,0,0.519,0.6124,0.5606,0.8125,0.4157,0.3333,1,1,0.5,1,0.375,0.5238,0.2915,0,0.1875,0.0625,0.375,0.125,0.25,1,0.2128,0.668,0.1428,0.5771,0.2785,0.7108,0.3,0.4768,0.55,0,0,0,0.89,0.62,0.84,0,0.7386,0.908,0.816,0.6784,0
0.5266,0.9523,0.9913,0.8067,0.2598,0.0436,0.0879,0.1169,0.8904,0.1875,0.25,0.4375,0.375,1,0.519,0.6124,0.4772,0.5625,0.5,0.3333,1,0.5,0.4157,1,0.5556,0.7925,0.4396,0.125,0.375,0.1875,0.25,0,0.0625,0.1447,0.0266,0.2478,0.1452,1,0.0192,0.3133,0.5,0.7219,0.65,0,0,0.72,0,0.45,0,0,0.4369,0.548,0.314,0.8362,1
0.4849,0.8854,0.64,0.5604,0.3968,0.2864,0.3768,0.3907,0.7401,0.1111,0.2222,0.5556,0.2778,0,0.5553,0.6996,0.933,0.4444,0,0.5,0.5714,0,1,1,0.5,0.8272,0.6542,0.0556,0.2222,0.3889,0.2222,0.0556,0.0556,0.6966,0.2322,0.2664,0.0574,1,0.8759,0.8916,0.4,0.7219,0.75,0.86,0.91,0.38,0,0,0,0,0.8093,0.343,0.305,0.2829,1
0.3769,0.663,0.3601,0.2655,0.4581,0.5407,0.2762,0.5193,0.5344,0.1538,0.1538,0.4615,0.2308,0,0.5441,0.5135,0.7178,0.2308,0.2,0,0,0,0.6667,0,0.3704,0.5783,0.4396,0.3846,0.0769,0.1538,0.0769,0.2308,0.0769,0.2404,0.2488,0.5088,0.601,0.0517,0.6098,0.3373,0.5,0.7616,0.68,0,0,0.62,0,0.48,0,0,0.4467,0.886,0.505,0,0
0.647978135,0.4683,0.7993,0.7274,0.6118,0,0.1538,0.3933,0.4502,0,0.2,0.6,0.1,0,0.5839,0.3348,0.5606,0,0,0,0,0,0.4157,0.4157,0.41298395,0.583422496,0.31393411,0.1,0.3,0.2,0.4,0,0,1,0.3443,0.5087,0.202,1,1,0.582107855,0.525721526,0.555890088,0.585144305,0,0,0.805144305,0,0.75028861,0.115746865,0,0.472503449,0.327,0.776,0.8463,0
0.428506932,0,0,0.135,0.6378,1,0.5771,0.9789,0.3691,0,0.25,0.5,0.25,0,0.519,0.0989,0.3903,0,0,0.4157,0,0,0,0.4157,0.473338026,0.750914599,0.561192594,0.375,0,0.125,0.125,0.375,0,0.5271,1,0.9138,0.501,0.2465,1,0.088381625,0.201181024,0.492188944,0.164419165,0.126476281,0.466003871,0.42581704,0,0,0.373523719,0,0.346032374,0.335,0.375,0.8561,0
0.436627511,0.8384,0.8327,0.5339,0.4103,0.0692,0.1664,0.4675,0.7148,0.0714,0.3571,0.5,0.2857,1,1,0.3993,0.7921,0,0,0,0.4157,0,0,0.4157,0.246815338,0.364104864,0.441533517,0.0714,0.5714,0,0.2857,0.0714,0,0.9191,0.1733,1,0.0731,0.7037,1,0.487431543,0.338476181,0.548148094,0.230714321,0.29223814,0.533809547,0.463895207,0,0.415428543,0.123047638,0,0.477705074,0.836,0.681,0.8257,0
0.304190407,0.7922,0.3853,0.2833,0.8571,0.1271,0.2831,0.4145,0.7036,0.1154,0.3077,0.5,0.3462,1,0.2306,0.943,0.933,0,0,0,0,0,0,0,0.408687604,0.58745583,0.34793029,0.2308,0.1538,0.2308,0.2692,0.0385,0.0769,0.4419,0.1671,0.0659,0.009,0.7993,0.2691,0.321798014,0.328929106,0.470522071,0.442596272,0,0.090023132,0.692095523,0,0.289976868,0.614464553,0,0.617049871,0.767,0.673,0.9681,0
0.274,0.6921,0.1633,0.1339,0.7249,0.6383,0.4411,0.3713,0.5642,0.1579,0.1579,0.6316,0.2105,0,0.2135,0.7397,0.7921,0.2632,0.2,0.6667,0,0.3333,0,0.25,0.4583,0.6281,0.2915,0.2632,0.1579,0.1053,0.1579,0.1053,0.2105,0.1435,0.0277,0.5022,0.0608,0.893,0.2492,0.7952,0.3,0.5232,0,0,0,0.65,0.84,0.55,0.72,0,0.6976,0.585,0.368,0.3868,1
0.8942,0.7678,0.6226,0.599,0.4837,0.1342,0.3014,0.2374,0.6424,0.0714,0.4286,0.2143,0.2857,1,0.2771,0.5135,0.8638,0,0,0,0,0,0,0,0.3077,0.4636,0.3921,0.1429,0.2857,0.2143,0.2143,0.0714,0.0714,0.0162,0.5016,0.0693,0.0771,0.4493,0.7885,0.7349,0.5,0.4967,0.55,0,0,0.88,0,0.75,0,0,0.5349,0.307,0.459,0.8149,0
0.9837,0.6668,0.4952,0.4584,0.3834,0.4374,0.4132,0.1455,0.5348,0.1429,0.2857,0.5,0.2143,1,0.2771,0.5135,1,0.5,1,0.75,0,1,0.5,0.3333,0.5405,0.948,0.8385,0.0714,0.2857,0.2143,0.0714,0.1429,0.2143,0.2729,0.1322,0.0113,0.6895,0.0563,0.5043,0.2892,0.3,0.7748,0.58,0.42,0.64,0.45,0,0,0,0,0.5294,0.63,0.557,0.9681,1
0.7052,0.524,0.5208,0.503,0.205,0.5035,0.2637,0.5186,0.3082,0.1765,0.3529,0.4118,0.3529,1,0.4607,0.5646,0.933,0,0.4157,0,0,0,0,0,0.5,0.8599,0.7311,0,0.1176,0.3529,0.1765,0.2353,0.1176,1,0.2565,0.2409,0.6616,0.0365,0.8872,0.2169,1,0.9338,0.5,0.6,0.66,0,0,0,0,0,0.4641,0.166,0.735,0.2829,0
0.4883,0.6695,0.3729,0.3022,0.3129,0.6205,0.659,0.6538,0.4117,0.0833,0.4167,0.25,0.25,1,0.1757,0.3993,0.2995,0.4167,0.4157,0,1,1,0,0.5,0.6667,0.7556,0.1245,0,0.25,0.0833,0.25,0.25,0.1667,1,0.3834,0.6477,0.2066,0.5928,0.4742,0.5422,0.2,0.5166,0.48,0,0,0.7,0,0.83,0,0,0.5403,0.281,0.719,0.8656,1
0.407440241,0.7776,0.4273,0.3744,0.5102,0.2777,0.1398,0.4946,0.7267,0.2667,0.2,0.4,0.4,1,0.4081,0.4586,0.6407,0,0,0,0,0,0,0.4157,0.404318109,0.800497636,0.8724,0.1333,0.2,0.3333,0.0667,0.2,0,0.0216,0.2559,0.0535,0.6327,0.0765,1,0.444699375,0.572706604,0.90006725,0.586353302,0.538028872,0.494404909,0,0.210159147,0.122820281,0.196512449,0,0.522492873,0.156,0.33,0.9326,0
0.715265852,0.62,0.183,0.0887,0.6521,0.375,0.5954,0.4831,0.487,0.2667,0.2667,0.4,0.4667,1,0.2235,0.6124,0.6407,0,0,0,0,0,0,0,0.454833492,0.5238,0.061160277,0.1333,0.1333,0.1333,0.1333,0.2667,0.1333,0.6153,0.2694,0.1864,0.6515,0.1937,0.8589,0.37809582,0.123092421,0.339007707,0.543092421,0.620783179,0.656144547,0.309588263,0,0,0,0,0.372866054,0.031,0.386,0.9939,0
0.8721,0.8236,0.6043,0.4631,0.4692,0.2427,0.2387,0.6313,0.6687,0.2143,0.0714,0.5714,0.2143,0,0.2771,0.5646,0.7921,0,0,0,0,0,0,0,0.5405,0.948,0.8385,0.1429,0.2857,0.1429,0.1429,0.0714,0.2143,0.0384,0.1907,0.0943,0.1261,0.9646,0.2202,0.2892,0.3,0.7748,0.58,0.42,0.64,0.45,0,0,0,0,0.5992,0.131,0.797,0.4644,1
0.626547498,0.76943583,0.302376288,0.227722058,0.625958058,0.274387652,0.679447254,0.39425122,0.63939307,0.14425423,0.381411516,0.402136662,0.422470594,1,0.313736864,0.513926102,0.819889458,0.443176058,0.884998074,0.279523,0.950795,0.467190106,0.40159,0,0.375,0.5238,0.2915,0.061764542,0.29894151,0.103195152,0.154606962,0.278216364,0.082489688,0.86667212,0.082265374,0.178426846,0.688722342,0.327319498,0.21487752,0.7108,0.3,0.4768,0.55,0,0,0,0.89,0.62,0.84,0,0.660676352,0.56427462,0.42964032,0.777488112,0
